id,DT_CONCESSAO_INSCRICAO,DT_INICIO_EXERCICIO,SQ_ESTABELECIMENTO,SQ_INSCRICAO_ESTABELECIMENTO,NU_INSCRICAO_ESTADUAL,SQ_ATIVIDADE_ECONOMICA,SQ_VERSAO_TABELA_ATIVIDADES,SQ_NIVEL_ATIVIDADE_ECONOMICA,IN_PRINCIPAL,NU_ORDEM,CO_ATIVIDADE_ECONOMICA,NO_ATIVIDADE_ECONOMICA
168,1996-05-30,1996-02-16,343914021,687483862,40515470,874091255,6499563,321581920,3,7,4HRIXCT,MD12MXWNAHX6F8FRLFIMINPL2F9D84MMIZCBCJQBZKMRRB8ZT54XZSDNVNR17GGAJJ2UHDEAEI50F5IW98VOJXGA53TDC8KQ76MJ0G23233ZJZH9GGL85B5MIIFKBDPK42EBRFY3PGJENVW6MJGXWK8G7F62V29H5DBC1X4J7HN8RTHY7UTSVLL2XGIC3TZCK3NGE3C1
169,1999-01-15,2015-12-31,520342414,82590713,11352054,43959633,943436838,293282143,7,6,LEIHCJG,7TLMAITUI5MJU34UCW7NJUXIBMQEFR00RA6867JFRQ5FCMCEQ1KAMQILT7ZT8W2XYCAF4I1D8G6B5IZTUMPVS75PMKE5ZPYVXIVP1JM8J9GPQZSGI5BB17ZV2IV3NRCFZH49CCKE74BWY5PDDL9M6U11DV53OTJTYKX9VUAKRSBS3I6FBVGSL9JO3GFSJSABPH94ZK2P
170,2012-11-11,2006-03-16,56016132,864607333,74827502,801707838,675536566,982126283,3,4,QIVYXPV,WZPB0WAVXQKUDWC4MQK2RA5E3JSR1196Y05V724J0LN5K0TBLBFGR54P7WX22ZV5FSQ2G38PLY30PQ9PMYOHWPJYFFFYX3DWAD9WA8QFJ284DIUS74D04L2ZMK2X7XWRQZTTWEIZIN8XOV22N547CF4YNBSZ62M7MID132RY1JLP19YKAEBTVFJ167FKUNW2STM5YN3M
171,2015-01-28,1998-05-14,853738059,786955591,10113604,24481048,588989102,537019988,6,8,OV7KG9D,0OHRMH4ZLI19ILBXIHMSG6C2X40ZWGTKE8WW60WDMGAHPWKSGR725MC8PKNK5103241I8EGP1L1653STAU53I7VZ1GCL4AZB8YDJ8NLCG6I1JPJ4AHKVRWUA02H71WAMV3U84UFVBY46OS0MFSBQ3R66IYIEK29Q8LUAPFGWUPI3V7AD9MDCR5TU6NH9CVRY3X7I293G
172,2006-10-11,2006-11-13,883926435,290800174,15843977,298897733,184885832,910961673,8,1,C9LB955,1ZC1JJXDCREF1TIL6OF9K2NB8Q3A1OOUZ39SYU4BEFNNZ6TLOXPE189DMPNRBXRAD37S38ABP7W8VC6RCN39IK9VXOWZOH68V3VHDQ0I5WZE1PY6DTR1HHZW68D3XFKTF530YUX0Z1ZOWT8226H432TF9VLJ2Y47NI2JMFLFE91EJF6XCMHK5JFTMYII5DSB1LC2XCW1
173,1994-10-17,1992-01-30,12688753,302166074,57452630,756425209,877531910,484086051,6,5,L0QSE4J,8RJQFKD5057ZWNXQ5NFWHZ6FKVVJD7TZQP9AKZ25NZ1C0NPCNXAJ1OXWO58WTFV2S8UC2XTQWQUGSN5AQFGP2N96J08C1OXLJK80I71WLMVETFVPV0QS9TRSS0N5RPA9U19CUXP7M74KMN4Z59GS24FX32W3W50C415LW2C8V3KD24O9SUB5EUQQS2LC4K8VJQGISXP3
174,1999-04-24,2012-11-18,240402702,656884003,68978234,977822298,787811526,25757649,6,5,4C8DLU6,U9U5KWC16OATHASQSIEBZDPUKB3U6RZLNJXHM4VKZU90S4VBSE0827NQQG1KXKHX64S8IRFXL7XBBUADQXBJO2EVLB1Q8H9EEHKBMWEU5M4HA24IBYFXSCCK7ET3O4I8S99HU674WMXGSUDEGF3ZE11TRBMWSJ01HMJXT8IUBHGSMF0TTSRH63621MIBP96MUSAXQCCF
175,2008-09-03,1994-01-21,197820192,889813872,10265142,950935902,554747251,748682633,6,8,3L0BNYJ,G0ZQ6BGZQ8TQUZQ1HAXRZ90TBNWVAW7OHTH0LI84NKN9HFIV8TEKPS17TR4C07GBPQCCXKT64W7D11J4YICMPS2LGS306E3B9WM88MQX7H7LE0C8L56661308GP9R46RHFP2L0D9LKG998DAY2BJRJIL2SUV0PZ4GOI543RUS8790UESRAQVSPHDVX1NSOJNX0QK5UL4
176,1995-10-03,1996-05-31,906069076,657550530,14331494,994141462,778756539,75494848,7,5,VNYXNQQ,ON07D5VB8LBS3ZCR28330U9O011M9OYM6KD6LU6S3KS7JA3BX5PZACGEBVYPMZP1KJG3O128IT0205OBCQ15Z3K4OX04C5OM7E25WJNIVKSWMSMEOV07IGE97B7KUIMMXPUC6PHCYB84U4ATC0FK1Y7QGQ5V9F2YL6TQMKO6SIUE0NGHKRKG0HUG8NCP1WLRT6NBXZEM
177,2001-08-23,2006-03-15,929555123,113854554,42767196,484888021,25568824,496762344,1,9,B429CCW,1NP84N5DJJ0EDUQV7N6U6MBQ01M4CIN0BZ3SVI9EJ3GZLZZ5MIBHKF0QFWVDCW5GK2LBXM7187RNHSLFMRY3KR8Z3YZG51E13SYSA6N86HIMC4XH5Q2LIRREHJPY186XRKCRENID096MGD1HAW72WA0JQTLCKSU0BG98A2EEXZZAL3QKPCXVMGE0ICUC7O2CZ2MU0GI8
178,2014-11-24,2010-11-16,346476582,842380122,81528397,670308861,21139293,597853132,2,8,UGNEW84,Q0VEA8UUM0O2LY817M6NMVD2UZIXT6OZV3YNA95AHATVAU3J8DURHWCH8I8SUHSLP38US4S77W2ES5KC0JAL18A1MYXJCY2RQTFUWGCDYFMM71QCUSQCCVLASD408IG1GR2XTIJDPF4MVUY1GCF66HJ87QOK2Q35GQ109GH4V84WZQIANR57JJNJ2W6UMOQ81ZIQ5R40
179,2004-09-12,2000-08-13,924909892,869565768,21746999,381448508,450046109,186146368,4,5,BL5ICQ4,UATB833M6IKG8HSSCQR9X6QUNKENACG0TFRV05AMG8DE0ZWFWO83Q1IIY5O9SVIZXHONRC39C9NAA9TESYU3XTQRKI6ZCSHQ2FH74RRBUAJ1MKWADU0MBZYSTJCSHNNYSD3COS4SULBYP4MWFNM81AYTR7XG62WDL1N1BDTH887VE13P9ZXJ4JHT2RHG3OUAC2485F4I
180,1999-05-11,2003-02-01,248655746,298029001,38083586,442918694,663228011,258764403,6,1,Q0T7D9O,DJS1GPWP3045XDWZ3NM3625V69WL5DLW44WS5KGR30F4H07Y4UO7GEQ8K3TTQ6M1IKNS287MBWA5FJXI3NFMO3BDTPS5TKSIRX0QC49DUDZNTGCW4EB3LY4G4C0Z55AYWGABV4LDLT6OGMCAWVC5GAUKIRITDW1EOIV2XBK2B4IH19M83LHXU83QJAC91BGLMNA47FAQ
181,2000-11-17,1993-02-12,145496208,216463471,15590096,814872031,521338528,845236000,1,3,YO0244S,5RGE3066DR2D5UX1MT4XIZ9LQRMRN5LRK43KPT27ZN9D3UPK6FJ23LT1CHYD8J9QB2NTYL8V9AP60L0YE3GR6YH7WHY7GQSK62SP2V0T7NF455LEDRC6OSXC5LOQM2DJKFUEJHM9GK39JJ6MWZ7CAYP0UM1NXYHKDHRSQR980CI57926T4Q57ZHM817JHWEBA1TB8SHR
182,2003-08-22,2012-02-17,264713117,329016623,6876308,179926790,429979547,942731864,1,1,9XT46SL,9TRH78WJLO2V3YD75H7GZIAQBPF19SU0TUJW5VAY0JZXF9J0LGSNDSS3031AODW9TN5R68L0H0SI7RS7C2GNEU52E3M9UFXIUN6N7TB1T4CGWZTZBSWKNR4DRL997MGC0BTXFK1IJU66JIP9TU7I9FMABQ4WO167NP8N8PGNFMWFNC0KLHXKWRZIV5DX5RCFJ9YQA1EX
183,2012-11-17,2014-07-06,369645174,402113719,65649627,565365894,734049712,990246398,7,5,X4MBXXV,2ZTNZXMAXST8QEQDO7RUDH80JACKUJLQ9JLHBDP6JZKV29Y081INLW57BS8LYD02H99TSYW0J4651BJRJCT2VCM3YXF2UY6OYTI57B7NEKIBEC1IJKUDK5L6T65EZHD4QAMYREUSI5NR81CPHOC3YUAQTLWZRQUXC2NDGP7PL9I9RMVK90HJBX9B34HNXK3I2YS2NSDA
184,2006-11-26,1990-05-08,724747220,544770441,41325490,534222280,438319185,861476430,8,6,82ZBNK1,TSN0YOGNM1HWL44NJ7IMBKAIHA1YGYWSP98S5M9O6DF5F386U0DCNMCOWDKJY4C25IMLDZR7DS9866078G3PFJP1PMJVUD6ZE67KO3QX7E6QFOIRCO7NQ52B9IDYYMLYJGXA19VWDIMWUME3N580E5FEQZRINHQE0YCO5L4O0EKPMNS18NHW30SGDAXUGUH6AFUSE341
185,2001-09-29,2008-07-18,249767151,321618615,50506588,261606007,768492872,905191587,0,8,9JL9EW4,NIKAEX0I3LO8Z53CU2QH2VGEVKQEYOTIPG4G2NH42NLD1VC49WPMWIE4HFC0QIGAN33O9DBB6A2DVN1C543GS9OEU8NW0FSPXCXITCBQ8GRHRIA1BNGF4DS1BGD98OENLV4NUKAIT7VTTL5KKF3VD8K0O9MNUIJ9SJG617E33AC64NWBORLACEBHTE91T9WRNYIQE698
186,2008-08-11,2008-01-24,806129134,85629891,18797875,702673065,613457293,690028881,4,4,Q7A7MGX,J7JO6M95Z1S5UBWRIE3L17IBNZ83RCCEEOFT68JY9BVABFVWBT7GJ4OR04KBBY8YKTI2ON3NH2LOE3E2X81E6LFHHI66MXKPYFARWB5ESBDGA0I7IUX5M98MSEGRTI02JAYNL79OROLXX8QEG7DJMRCHBDWR8BJZGKL24VOE1NCXVPG8SO26PE5CO59JIXAK7ZDEG2BI
187,1995-02-21,2017-12-02,283118522,915795564,66558379,455967910,197195457,141596713,5,5,828L5C3,O5Y76AKOJ19Y75YCENVI8LLP8SAEU0OCDTW4R636YHWXCLJWV1LCWD0550Y9E5WYUZIRUC42RLGX2GT3G53ULZR3WJSM3R7D5G0G4ZKJ0CX5ITMZIJHZXTFRUHS919491ZZPSM9T0MIRADSXX4GGYPMUO189DSZOYX7QVODIGX7ZOAANQ5KP95F1DZGY60N4S0NSDWX0
188,1996-11-16,2001-12-26,487630148,439561720,73942590,645473414,549008770,777062346,4,1,7VYNMUO,ISHN6V8H2K7J20K8XBDPIUCBCF7Y83ERH9KCT199FB6I4R6IFWASNP0WRVZCM6SP0JZR3AAPN8K3RWPTC9YZBS96Z8P3A7D8ZYIVHGACZEDV07SDUHTEXGG2Y9E44VRWPIH6H8L189OJXDSJVF7AZ3OTHGFX6OUQODEYXHZ4N6S5XCEOWMZ06F4P8J71HGC7NG4WN11X
189,2005-08-31,2002-03-23,661055997,420215447,77064992,72489393,950684796,18522020,7,4,ZNLQKA2,EFUWSQ3YSRBZLM99P6RN2BVPXEP428EG21VOS4H2FWADR3ZDFBKOKO1M9NVG3TJHXUT5VFEE3IWN2CM7N92SHH2KTLMCHOGSIWUSQRTZ5JSZVU0YMGDO7REBG017PKX0GEMA3BGQAC21Z54LJSZX10PEZSU8D7JP689PRH1VLVZH14SZT2LHG8A8QN26BUTR7CCQUXQ1
190,2004-02-11,2003-12-04,906743456,132786224,70882255,625372437,491388202,792689557,3,6,SVF2R2N,42SWP44H1X878N7GA4B5PKQW3URAG8BHVW966NDMVHP2KMLPPDIBXTQ7P6EDMMHF4UTP72IRW6UE59E1VD3EPQP1W6C7LJESVL8IMZT3BERMKGC9AJ0SELTXLU0R8CZYUOPAS9HMNRMZ9QNOO10LK3ND51TMJCBPGB20TQZYPTQHO1A80IC1L2FIZ6FGV6C9BYFJ3VF5
191,2020-12-16,2008-08-27,675081021,631098581,9785848,419059951,372361452,499199780,5,6,EBKET21,1DDD1LQFRWISQPGQ152U8MP6KEDH53JOUS5BNT5U36NWJCGGXUH407J6ESI4AG8J0CBIIO8DF30KD75SXJ5PHM90G3XCMJPOZFCRYRSS53EPDAQZ79SDFLJTSFV9Z85HO1WYOJ5BIFBXLKJGUIE6ULBSMDTSY7E7VSK953V6UDK9S35VYYXNVDQZR8MTZNUC7DOL6HSZ
192,2011-12-26,2011-09-22,206608403,536315001,55592243,203440601,489728106,886082204,0,5,4ED7LAS,B97EH3BFN3CPBEVOKHH8SQJ9YTE2JX2HW6TIQIGJ8MWJEE01LA1867GHUO4KJ0TXWLOISEXHYT8C0CKB2R3AACOTE1RDNHCJ85A4E1YHKVT925LZTJDP88AVAZ4KIPGICLNR9A196A9HME5TY429IW5UOEV137YP7SHRF5MM3S5W67I7IZR4WRLKDGH7S9F8WF93NDJ5
193,2010-07-09,1998-12-21,764847556,814989325,22821161,533700118,344592502,305180248,0,9,D3IH98Y,2OAEG1CGC4X7KAHUJC86KJCQWBLJGQ9OL4O9OLHJZGHRMTM4QBDK8XXJVFKXA9FDBNSQA4YB1YQDNNC7X7STXB972QKT2XMHK7IWOUF5X2JVHZVEST5B4PRHI5P3S53ZZCOUX1TRQVP444TGX5H2APF4BHOZI23EF7OSN9LLUUQA9VG9XDB5DGOG9496VPYQ0JF77AQH
194,2004-12-02,2014-04-28,746723849,496240062,61514891,546249156,802983283,756151217,1,9,F5O2DW5,4A84RRDKOWH3MGU43MF02B036DGGY258M74IHKCV3193FB2LEUR3STDPX78YIQSZL2ACKCCBR0Y85XX98W537055G4EV98HEK33SF237G0378WIRN1XUFHJG6HBH1ZAIP2Y1SMSRW2ZYUNLYED8OUKJBO59BFTDIDR7BDO5KB8ULFVK27OOSMT4L264SKSX9EK0DW0LC
195,2015-01-30,2013-08-29,51395661,166589154,12137012,482286854,473251795,976965459,0,4,QOQQTVD,MSZ4JSUX2TQULLN225UT5VNPW1VPEB4ZV92L8321IKCK42HR6TCW2QVJIMY19H69MJN8NGSRZGB3LYO0PBYTIZWU867LB9UTXHD2RY1KFLKWK4GOM49ULE0A60VIWUJFLQFXJAZNMZE4GC31V6AJWRA9UI198GAY2SL45NQKNI4INO2R2YJUOMSDUFXWKXK1XCEYB327
196,1993-03-13,1997-08-06,538041739,686661437,99005190,527382656,335658585,323643584,1,8,LBTJNFB,MRYCSRDPZQ9GSH7GCQTI1H57G48C2781YFK872MIXWK9YUV5WXSAZTVK6SKDENKPILATREDJI4LRTZHB67BPMYXC7ZQOMO75WN5XNEVX454NHYETV2ZKRHCLXTGPUU2O14K08KY23K04DQ62LD77YAW54SXNZIUHAPTCL2GWDNJKHMYJ4U0HFWLSQ2CV9YL0EP9LSSK5
197,2012-12-21,2008-02-25,697196221,290813294,86159696,571778562,644613560,908730672,3,2,YMAB9WL,N5GVTEYVMOPMIJHD7U0B8LSAE0N3HNWPUOQXVTKX0G8MAKLXDO68IREYSXJNHUH9KBPRZZV8FZRSKKWX2AFZ6DYJ21CRBLYEVZMZHGEJDZ1FGY5OHGNHS0CJ39CRG4IGB2FNO8YRIL7PVWF86VS54685THMF97GV720UKVWS0DAFM66UYBRGEVBY88EI0GKBI5VN6AWN
198,1994-04-05,1998-01-25,375841618,14894403,42719537,66056436,933726779,456577146,1,5,SITLHXO,3PD6UKRGP8MGQKC5POVJY629A9JJS13IGY95SOJTTKZPPKDWFSG2DE1L9BUQ1NVCBTARQZ3CDWGS3FBJYHDFMYDGM21X2D4YF56BJ7S0OLGXAUJ2MBDWFTH1P9FW0OKUNDDHEXIGIZPRGP9PQMFY76QEUKIBF8X22AXP1RL94U3WOCBNOEUB89U8RROW6D02C9AQCXET
199,1993-10-26,1997-03-10,693225723,5485479,84803724,635209578,414930186,495896929,8,1,LMA06FS,76SFGFL1852W2OHEJYSPP3QAK4CYWWSVEPVGOV3XCMNJY7RLX1ENW5I6KN0ZCB1Y27MTQPCKKZ8EAGA9Q4U2N4VZ23HGX6J0FXBQFKY41YPWZ0D58BDV6XBCJHH2GXW6RLLTZK51D97RYS8ZWMI5TSN0PD6BPNNQO3W7VV9B9P2JJVI83DJ55XFND6F58NWDCRV5G90Z
200,2007-07-07,2008-05-06,597707548,361436745,41356347,588332294,390034376,821365773,6,9,WEFXOLM,5OMLMPMEU6Z83NSZRIILYXSNF5PZFWSKP17W23QOFZ8AIB1Q4QFBWRTPYDYBV1DPO2XAFG3NFNBKZHM7X11KJ0ZIOAIHXKIN5F0CQ59V2H35VR090ICBF4XPOJPTXMG08W9C1GF0WWCJY8CUSYHY12DEYW8T9XMDKV51UYB2C4XDB0PG197QSY5UJQ6FVDT62NPSGNNO
201,1993-02-06,2007-10-27,237768524,626508372,73715108,394254609,708456294,539444664,2,4,0IE0HV0,ERHQMXMSN49SKPERLZOGWJ7XWIBQL2SSZ0X7K8BVDBORIA82A03H628MN508OZRDG39HCT4MO7B0O2C7OQE0CJUMEVK3TIQ41AMY7R3PVAC46Z6EU0R4NBVQDD9CCQ2M0JLHPSFVICEZS34EHK2P9P74VD0UAJQG26S6AIYD1907Y6M1KORZBRBNXHUGLYRCT6BOT6NG
202,2012-01-14,2011-04-17,738011307,404568647,9016641,305033465,647268041,673780483,4,1,0L3HDUI,MHUHHIQOVHS3OIJH8UATULXOQH4HJBC1DTIX3IV1SCXSZNI42JQPZ6LVW975BH54RS0C2VKMEJXILCTG9K6V7FUE5JNWKOVOGJJJVV7YMQAVV73RB1ZW08654Q2OPNXGUPILM53G9ESZ08CVJ7NB4K9DST5CKADE2KIZ3STGCREF986VT969ALYWHVSLSFYWIQQMFDPB
203,2002-03-05,1995-08-26,413626257,582086720,61326986,484906180,725625594,270024789,5,4,9JE1HK4,KOF1PPXAH7WZ1XZ69OTFHIBMRVMB2T7T7KEQYZ81HUW5AGKRFRC6C9NU89Q9UQTGYI90JRMPLGWM3DGKU56Y1URUZ7B5CK0YSWJIJWT9L1589CU9F04A28S3PORH6HHD9HTEQY2266XFPL23X4HN4ULQ2QMSGFUQP2KO6TC2RSMTN8JK4DQPA4ZG7HQBZUAI762AAZZL
204,2006-04-24,1990-02-06,165131559,665413094,77661165,387198610,761150469,918643658,7,8,OETWPER,PBG0VIPTQKRK67NCBUSPEYNNEDCPSXXWH3PS60ARU697WV5E7NKNPP3EICNIQ4JJE5FVQWQDSNBCJRV7QOTWJO92GYLYZ9MR5TMKWDRCSWINCYW6G4PK781INLL6NMM85Q1313OQ3HXXOX8I8CV88CH2R28Z8NC4SLBP9336HIHIIN0W0NDX1PL2M1FXD6PBV6T84NQQ
205,1995-09-09,1999-03-06,194463272,825159109,91527640,679574641,480512677,223487604,9,3,11B0TB2,HEPEVTZZ3SVE4J0TMFPQ7PVFTGLKYYPIFDSP6N924KLRCHGCV9KQP19TKR7TN41L3A44QRCJJFBVEJMR37V82N8H5OH4X8TJFTDQ1BJFTRBUD2S58FCN5DFV1MAGBW3BLCUNOGMZOS1UHS4BQN1UTD8NUWEV6QALU48R7XHF2JCNK8I12516J3ET9FYYX34NF4J3ULJU
206,2014-01-19,2004-02-15,209964461,187206365,94708867,808798320,444697219,404995927,7,7,815M6DT,R1LT3KC468WXZLMEVN55SB9DGFKDK671VYPDSXWPODITRHVGCRH6JUJIOUJDYOF4VOWUOWMQMK388V8D0MKESEYN77KRBYOPMRGC7JNJJ4BHDZC21CNA6M4XZSA2U8XYYO6AND01N88G1MGZWC5KNPLL8Z7SWOJ7LGMXHP2LWIAXW7LO704E3M9HBU122KIZO7D12N0C
207,2016-12-26,2019-12-09,694265444,476693753,12192905,229464148,154970345,451112043,0,8,XUHGHRM,PHQFLMESDPSCIYS1OTY0TSBLOT3Q36FFR3ZHD6DCM15PW072KT4JOI4YF5LBBZ2IF1WM6R8I4PMADOZ0XWF8WATUIHQBC9EC1AM2IMGS9JEHT1RCPJLB3MXF7XXORSGAYBSSSU32FU8YQFELTFQ2IYTAPX7P3LNBOY0HQ0G7JG8NMZ38D7WGWNJ99IX21142JCT6MTNV
208,1997-03-27,2007-01-19,866663854,979529225,84726875,78622098,11148002,933189523,7,9,CZQV1IT,57G85EKT5JG65GB2F7Q5PJAGQF1BA7CNVOSPJW8JBD5NIIN6WGDHXY71ZTL8YNWVKJQXUHC7AI5A4LSAJ98GJWWZ63R3QW3VV5YUYCITBI8X27NCK4IEE5XBV7S9SP803AWAA7KL9UHUMSKSLHPWTEQA4Y9P2YSK66JAC0QN7OY4LH8AVR31IY2W9LDOGN50K1YDWAZM
209,2002-06-19,1996-02-05,186674795,870042201,10585556,310845824,545829332,677121053,4,7,YIFC2AP,KMCCZG8C6WRTUASVE25C7WY3AZ2WED3B55IPHPOW5R0HZODR6V65MHZB78L518QLNODVV0ECM9DFVSKJ6YUZP29MWISV2KSZWLFJJA6AUG83EIJWHLPPHXET9RKTDTK7NTMEN8K4R58BUBGWZCTSW5OG8748PO31U1HIA8IMEHCV37CQKIF6BBVFASR5EATA3FUXT3DH
210,2002-08-30,2015-12-22,896338082,884207583,79962765,54532316,216924537,827306439,4,2,ZEDZCVN,6BFI8UTTAPYAE0Y5GO1KLZKL6Z7A4NGSED6DJML6SVCLK3S4AIIX2NSK8BXSB1IOP6HOQL5JIVR7DBSJ1QBF4ACMRVWRC1YIWKUHVCSP27EIFN2AC1GVAS5UED7RH9LPA8QACJQE5XZ7PPUOXIV725KTWU4748WS6FPMDGUCWV5ZA2WIKRPTNVVC9UXOUZGQIQWFBJ1H
211,2006-12-02,2015-03-24,242977892,627020139,51602840,987411705,624396678,374827128,7,7,10JR04D,K0INQQAS4V063CH5UGO6OO7FAZT6CJRO46ROMXXT9B2ODI2NSDE338O6PM91PAHL8QW5L6M2Y7F7HNA5NOK1D2TD8NWW1V135URDL14TWF43BTEPCROKYKDOLCFGMY62CCL02N7M6LW7TXBB4UNYQS4SRGKFBJCM0KQQEXIHTA9JALCL4HD9H1V4SKPSIUGF0UJJTXBJ
212,2003-05-05,2016-02-10,869774041,341685643,57124136,820608830,195527070,924708814,5,6,VMN7HU4,SQ8GK4SDK7NZW3ZMUF2CWW01QRXJY4IKAR84QCTV4MKCHKU1BZCJ4TYPE8KDOMARWGDVYK4NM2Y1EH32D1TIJNMMKQBGCT9E0HJDAQGO0WWNME23OO42YPPJEC028523P0STR1T290SHLN06I4PUS69A6LP2PG819WH11YFFTE0AWYJWL7KUYJT9ZUZ47DJX56FBJVPY
213,2013-09-06,1993-10-27,732304397,860046204,29992169,909751633,3232287,528576301,8,1,RBN1I18,3304AAWGVROAVLNZBEIZKE68667WC5JMCOKRLFBO5V2HR1RBSVCEIB76UC24NRYKKNWXPDV2WZN8YTH69Y2GDJFAZFKYOIRKDXB32UY7H5H7C6AXYL10IPVQD6CB5TC2933GPNAO4PKH70JV6IVM7MG2XG2G55W8YVCT023WGGDHA1EMEQOBTYROGG6APFMB6G8PRMHS
214,1995-07-29,2011-11-06,815623421,734524883,41602222,165711769,793763024,301900212,7,7,K7R2L56,8WQUFJMURB16SI96JETYGYI6OPEASR7RCCV6CV3E792B2ZQXSPN4N3M63919CW6HD90EE9MD9GXVM9DTX04FW90EPLWI9TBKNH5XWKEWSQTK88FHN68XDBGAEWU0FOMIOTGY2J5MEB6VWFJ6OO1WY8351TS6390UY75C731XOMEEINW9GZZ04HCQ66B8VTZH0HACUUID
215,2005-03-28,2016-04-06,314698814,587643533,48805268,815880851,829152653,282767024,5,2,U62NH6N,CRPPLCQS85LR8IMM02Q481WF9AZCSD1P3XIV3WHNSDHCDN245E28YOMKACFADH6VRJIMVZLUMWXNIKQEJ7SCZM84U9LBVAM1KKLSEKGH3KI4OXCD0WFNLY5V70VNYVRAMOWGDWVVA1KONMYMCV0JN7Q7UUPS7HW3BO5PD46CHQ61963ILY02H50E3CLXLTIU7CDAUOLP
216,1999-04-04,1996-07-25,903857573,899520304,4145706,477889429,950685777,141708333,8,5,HSVS9MT,PM1VBI3MQ5T2EQ0RM20RJF4CR5E79HVE84OBS835MIZGBIIIK7HU53N8TX87MJWSR0CF2YV2E7JJO4GZ1IFM58X7L8CMRS0MWAADPI6ZKCN6O0GMFW9BH9M591KRTLEADXD82CR91LXOMGWJEEVPL79P293IE40FYCS6GF0VCU2G7HSZZEG77O9ZVH84D71Q5BS7S36P
217,1995-10-21,2002-10-29,966133453,764110764,78093434,903071245,431673437,925327044,9,1,9GCZLSE,M3ALSTVK9LA6L2V4HAHXE7LGQN3J9IZMQ8K7N9HEJKVF2BT8I2QVJKP7TG4OW8AL1BH3O73JVHY8U9IYYSSIYQZIX092TV9DH3YU88HSC6UW6ZDY9IX3HJ8SYXCBPV6C68I8QKA2OAXJKEK61JDWVELNPDXL4WE5AMDO1OEBFV0NT4N22H7BEGZF36WFJSP7QKY28OXN
218,2002-05-02,2013-11-03,737352908,940849507,61570912,618261505,188838100,194490566,9,3,G6SGSJG,B2YBUW9AA1PTWNIOZOIAVJ0LCP3HRXF1NCZGMR7LFKOQRUY3PS6V8QZ93I85QJ8NUYBYY7MHU3LMM1V99NHLOIGGY2I8R2SEJRRZSRYN5QHNE66CTNQ3B4X164FE8RG42PSR148JANJCRXVD0RB0BO1660Y9YRMIY056REX94ZQPNRLUI9Z4LSD2DSSTOU3AZXZ2TSMS
219,2013-10-15,1993-02-24,979744972,82949340,89645953,829188082,41247952,501546870,8,8,KH5WOAH,BTEHHMI5AZGPA6VMA5EK3CVQV96V0ZG2OEYO2KGV458C25D41KOHX5PRQC8AGPV92HENK9F9UDBM29XSLVPVR5VA997D33EGS86KH3E6BVMS6FU2L0FVRM1Q039B2PSP8TMMB8OWS66NQVZ3642CJJWE6LAH11N81U6U4CCJLTG24CKNLZ6XJ4FU2WIC1KRCJVWDFR0H
220,2013-09-08,2002-02-28,109531732,408238462,1824490,102419414,922991543,946040905,1,8,36L0SSO,LXEHYYX6XLNUDBONK4JQEXUAVSFK278DY37LZ0C731RC4RDPXEI1GSMP49HUVSU641UYLWMX34ZJYMN7F728865PGLF58R2T2EEQF0R7LQXPMTTUICMHLLD0GS2NOI2D2TJHF44U2Y5FJ8L8LSLOSE2QCV60K0JEK21TJ9GJI8N5UT1PE1YWOW76VZ0HYCR0PB2UG6X6
221,2020-01-24,1995-02-03,810952872,982330490,80750839,877048462,453489513,614293557,9,2,6V00R18,R14RPNMY2EUTA2SHR0EXT023HHU62P6UOOHB3YP4A97ENF4EII98ESKYOUFZ09U8RDZ81KSJSZY0JGL6UO8QENBK7206B1TG7JQ7QO7REZQOBJCE39IZV8QDHB5NYUCIOQF5VV4D20EQIRCL35OCD1270BG7K6TUBU6P0UGOIHCEKDTDSC6VQECS7GQHRBHIZTDCABUI
222,2001-12-11,1990-05-25,379071665,977612679,42745357,77653175,336397905,45720286,0,5,X0ARHUC,XCPHSE0OSYLAXJZ42SO7Q6LEUWFXJQGK25BVEA0JZA830PIC794LHU12LLKRJIPIKXDEOMF159CVHIG7ZIVZWZJF9SPCN5SM7JRW5TPTQYQXLSMV3M66QOV6I1XS4HMWV7HJPU2CL7B2LFF8M1GRI205ECENZTFLH2743AKO7OC5D0TYPFKZ4O77UYNCZM0KWSTH5ZRN
223,1993-09-14,2019-07-23,478572631,92049123,8321873,120866814,645826651,630981255,9,7,7QDXACV,G4LQZ67GFJXDRUF3PGBM6KVIHS5HO305IKH6A0I165Q1YMNK8DCBLM2Z0SZC4J9CK8115VFA6W7L6FAMZH9XT2HZ38RAPH8G40BZD51PNLJDPJMY4ZO1S476SW5J0LFMQ4FZ14VZ8928Z3W7AFUQ4HYURHCZ9NGXEKXSKQ07EID01EY6KQ4K3JKLT0A4NYSZKYLPY0Z6
224,1993-12-01,1994-11-24,506073356,265810037,6830860,943233355,154108197,621498149,9,7,TXQG0ID,4KCOFBG5XNO0G5027DVFATPUG7I5DPLF2F2F83U82J01R16Q1OAKQKAPB5XBHXIA4NQNJW2OY20Q4UV9U19FDIO06S9QAB4NDN6Y9DZ7GU9QLSCT6LAPY7S65TE56BVPE4L7Z67M7ALTYZRKXGUCBHN8UUQ5Z0OWBHQTUZHJ739TCXVGDJD7UHPKE62GH2LYDX6DP10W
